,日付,曜日,週,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-11-02,3,43,2775.0,2844.0,2640.0,2673.0,14632600.0,2673.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2023-11-01,2,43,2688.0,2733.0,2682.5,2725.0,4616700.0,2725.0,0.0,0.0,0.0,0.00,0.0,136700.0,111500.0
2,2023-10-31,1,43,2569.5,2576.0,2510.0,2559.5,2764500.0,2559.5,0.0,0.0,0.0,0.00,0.0,108600.0,81000.0
3,2023-10-30,0,43,2597.5,2603.5,2539.0,2552.0,2841200.0,2552.0,0.0,0.0,0.0,0,0.0,110900.0,135400.0
4,2023-10-27,4,42,2643.5,2656.0,2626.5,2645.5,2267000.0,2645.5,444300.0,3717300.0,8.37,0.00,0.0,144900.0,122700.0
5,2023-10-26,3,42,2670.0,2673.5,2622.0,2635.5,1973000.0,2635.5,0.0,0.0,0.0,0.00,0.0,163500.0,139700.0
6,2023-10-25,2,42,2691.5,2715.0,2654.5,2668.0,2332800.0,2668.0,0.0,0.0,0.0,0.00,0.0,147400.0,128100.0
7,2023-10-24,1,42,2673.5,2697.5,2612.0,2657.5,1706400.0,2657.5,0.0,0.0,0.0,0.00,0.0,146900.0,125500.0
8,2023-10-23,0,42,2685.0,2691.0,2643.0,2667.5,1746400.0,2667.5,0.0,0.0,0.0,0.00,0.0,163200.0,142100.0
9,2023-10-20,4,41,2690.0,2702.5,2650.5,2683.5,3238800.0,2683.5,453500.0,3635400.0,8.02,0.00,0.0,142800.0,122700.0
10,2023-10-19,3,41,2749.0,2773.5,2718.5,2724.5,2460500.0,2724.5,0.0,0.0,0.0,0.00,0.0,132000.0,111900.0
11,2023-10-18,2,41,2847.5,2850.0,2784.0,2806.5,1802100.0,2806.5,0.0,0.0,0.0,0.0,0.0,157200.0,137400.0
12,2023-10-17,1,41,2854.5,2864.0,2805.5,2831.0,1892500.0,2831.0,0.0,0.0,0.0,0.0,0.0,155000.0,138300.0
13,2023-10-16,0,41,2800.0,2811.0,2775.5,2788.5,1580700.0,2788.5,0.0,0.0,0.0,0.0,0.0,147000.0,130800.0
14,2023-10-13,4,40,2846.5,2890.5,2815.0,2828.5,2855000.0,2828.5,483100.0,3436100.0,7.11,0.0,0.0,148500.0,131400.0
15,2023-10-12,3,40,2870.0,2882.0,2851.0,2862.0,2264700.0,2862.0,0.0,0.0,0.0,0.0,0.0,165400.0,147400.0
16,2023-10-11,2,40,2828.0,2862.0,2824.5,2848.0,2812700.0,2848.0,0.0,0.0,0.0,0.0,0.0,145200.0,125600.0
17,2023-10-10,1,40,2751.0,2822.0,2751.0,2802.5,2925700.0,2802.5,0.0,0.0,0.0,0.0,0.0,155900.0,140200.0
18,2023-10-06,4,39,2681.5,2722.0,2662.5,2701.0,2418000.0,2701.0,441800.0,3405100.0,7.71,0.0,0.0,128200.0,111300.0
19,2023-10-05,3,39,2718.5,2732.0,2676.0,2695.5,3719400.0,2695.5,0.0,0.0,0.0,0.0,0.0,134500.0,118300.0
20,2023-10-04,2,39,2702.0,2704.5,2633.5,2637.0,4803500.0,2637.0,0.0,0.0,0.0,0.0,0.0,127800.0,112500.0
21,2023-10-03,1,39,2907.0,2911.5,2776.0,2796.5,3662100.0,2796.5,0.0,0.0,0.0,0.0,0.0,137800.0,124600.0
22,2023-10-02,0,39,2955.0,2995.0,2923.5,2923.5,3936000.0,2923.5,0.0,0.0,0.0,0.0,0.0,173300.0,165200.0
23,2023-09-29,4,38,2920.0,2925.0,2857.0,2906.0,5728500.0,2906.0,578300.0,2303300.0,3.98,0.0,0.0,194300.0,183800.0
24,2023-09-28,3,38,2932.0,2955.5,2904.5,2925.0,2502000.0,2925.0,0.0,0.0,0.0,0.0,0.0,167800.0,156900.0
25,2023-09-27,2,38,2934.0,2957.0,2881.0,2957.0,3477200.0,2957.0,0.0,0.0,0.0,0.0,0.0,184200.0,174900.0
26,2023-09-26,1,38,2968.5,2986.0,2937.0,2968.0,2911500.0,2968.0,0.0,0.0,0.0,0.0,0.0,202000.0,193900.0
27,2023-09-25,0,38,2997.0,2999.0,2952.5,2962.0,1853300.0,2962.0,0.0,0.0,0.0,0.0,0.0,184400.0,175600.0
28,2023-09-22,4,37,2969.0,2996.5,2934.5,2977.0,2898900.0,2977.0,591800.0,1153600.0,1.95,0.0,0.0,202000.0,194700.0
29,2023-09-21,3,37,3033.0,3058.0,2985.5,2986.0,3457100.0,2986.0,0.0,0.0,0.0,0.0,0.0,183800.0,177800.0
30,2023-09-20,2,37,3105.0,3115.0,3030.0,3030.0,3054700.0,3030.0,0.0,0.0,0.0,0.0,0.0,215800.0,208700.0
31,2023-09-19,1,37,3038.0,3100.0,3023.0,3094.0,3368200.0,3094.0,0.0,0.0,0.0,0.0,1.0,248400.0,223800.0
32,2023-09-15,4,36,3005.0,3073.0,3005.0,3044.0,3967100.0,3044.0,685800.0,1026900.0,1.5,0.0,1.0,243100.0,225000.0
33,2023-09-14,3,36,2954.5,2996.0,2950.0,2993.5,2758900.0,2993.5,0.0,0.0,0.0,0.0,1.0,277800.0,222900.0
34,2023-09-13,2,36,2930.0,2937.5,2908.0,2923.0,1967200.0,2923.0,0.0,0.0,0.0,0.0,0.0,185200.0,182200.0
35,2023-09-12,1,36,2894.5,2949.5,2890.5,2934.5,2547400.0,2934.5,0.0,0.0,0.0,0.0,1.0,268700.0,195900.0
36,2023-09-11,0,36,2890.5,2905.0,2846.0,2861.0,2394100.0,2861.0,0.0,0.0,0.0,0.0,0.0,208000.0,206000.0
37,2023-09-08,4,35,2922.0,2948.0,2887.5,2888.5,3193400.0,2888.5,624800.0,1215700.0,1.95,0.0,0.0,210800.0,207700.0
38,2023-09-07,3,35,2940.0,2959.5,2905.0,2922.0,2583700.0,2922.0,0.0,0.0,0.0,0.0,1.0,219600.0,212700.0
39,2023-09-06,2,35,2921.5,2963.5,2913.5,2942.5,2654500.0,2942.5,0.0,0.0,0.0,0.0,3.0,235900.0,216400.0
40,2023-09-05,1,35,2905.0,2908.5,2862.5,2893.5,2846600.0,2893.5,0.0,0.0,0.0,0.0,0.0,192900.0,188900.0
41,2023-09-04,0,35,2823.0,2914.5,2818.5,2914.5,4026800.0,2914.5,0.0,0.0,0.0,0.0,0.0,202800.0,199300.0
42,2023-09-01,4,34,2794.0,2814.0,2790.0,2805.5,2788600.0,2805.5,626700.0,1354500.0,2.16,0.0,0.0,174400.0,167600.0
43,2023-08-31,3,34,2780.0,2817.5,2780.0,2809.5,4374300.0,2809.5,0.0,0.0,0.0,0.0,0.0,185000.0,178000.0
44,2023-08-30,2,34,2756.0,2773.0,2747.0,2753.0,2254800.0,2753.0,0.0,0.0,0.0,0.0,0.0,150800.0,140500.0
45,2023-08-29,1,34,2765.0,2772.0,2733.0,2743.0,2022800.0,2743.0,0.0,0.0,0.0,0.0,0.0,148300.0,137400.0
46,2023-08-28,0,34,2730.5,2760.0,2718.0,2759.5,2931500.0,2759.5,0.0,0.0,0.0,0.0,0.0,167400.0,155000.0
47,2023-08-25,4,33,2653.0,2693.0,2652.5,2687.5,2083000.0,2687.5,543300.0,1602600.0,2.95,0.0,0.0,164000.0,150300.0
48,2023-08-24,3,33,2676.0,2686.5,2646.0,2679.5,2518300.0,2679.5,0.0,0.0,0.0,0.0,0.0,135500.0,119900.0
49,2023-08-23,2,33,2664.5,2700.5,2660.5,2697.0,2100200.0,2697.0,0.0,0.0,0.0,0.0,0.0,137500.0,122200.0
50,2023-08-22,1,33,2671.5,2706.0,2668.5,2703.5,2346200.0,2703.5,0.0,0.0,0.0,0.0,0.0,163100.0,149500.0
51,2023-08-21,0,33,2630.0,2662.5,2625.0,2634.0,1944200.0,2634.0,0.0,0.0,0.0,0.0,0.0,116500.0,98200.0
52,2023-08-18,4,32,2637.5,2656.5,2616.5,2628.0,2312900.0,2628.0,483500.0,1687000.0,3.49,0.0,0.0,118400.0,100200.0
53,2023-08-17,3,32,2640.0,2680.5,2630.5,2657.0,3848400.0,2657.0,0.0,0.0,0.0,0.0,0.0,198600.0,180500.0
54,2023-08-16,2,32,2600.0,2619.5,2591.0,2599.5,1739800.0,2599.5,0.0,0.0,0.0,0.0,0.0,116400.0,94300.0
55,2023-08-15,1,32,2627.0,2637.0,2615.5,2620.5,2014800.0,2620.5,0.0,0.0,0.0,0.0,0.0,122600.0,100300.0
56,2023-08-14,0,32,2634.0,2660.5,2602.5,2613.0,1998200.0,2613.0,0.0,0.0,0.0,0.0,0.0,118800.0,95500.0
57,2023-08-10,3,31,2568.5,2626.0,2568.5,2626.0,2406000.0,2626.0,520600.0,2212800.0,4.25,0.0,0.0,164800.0,139800.0
58,2023-08-09,2,31,2620.0,2621.0,2567.5,2567.5,2578800.0,2567.5,0.0,0.0,0.0,0.0,0.0,108900.0,83700.0
59,2023-08-08,1,31,2633.0,2670.0,2627.0,2631.5,2327400.0,2631.5,0.0,0.0,0.0,0.0,0.0,129500.0,105300.0
60,2023-08-07,0,31,2601.5,2623.5,2564.0,2609.5,3486100.0,2609.5,0.0,0.0,0.0,0.0,0.0,105300.0,78700.0
61,2023-08-04,4,30,2640.0,2680.5,2629.5,2664.5,2315200.0,2664.5,459100.0,2379700.0,5.18,0.0,0.0,108200.0,80900.0
62,2023-08-03,3,30,2703.0,2720.0,2640.0,2663.0,4079500.0,2663.0,0.0,0.0,0.0,0.0,0.0,110300.0,138400.0
63,2023-08-02,2,30,2733.5,2806.0,2662.0,2692.5,11497800.0,2692.5,0.0,0.0,0.0,0.0,0.0,178200.0,169700.0
