,日付,曜日,累積始値,累積高値,累積安値,累積終値,累積売買高,累積修正後終値,累積信用売残,累積信用買残,累積信用倍率,累積逆日歩,累積日歩日数,累積貸株残,累積融資残
0,2023-10-17,1,1620,1623,1577,1594.5,3970800,1594.5,0,0,0,0,0,0,0
1,2023-10-16,0,1600,1605,1574.5,1591,3647800,1591,0,0,0,0,0,54500,106200
2,2023-10-13,4,1612,1649.5,1597.5,1605,5258600,1605,775100,3933000,5.07,0,0,52600,107200
3,2023-10-12,3,1617,1639,1612,1636.5,4512700,1636.5,0,0,0,0,0,74100,123300
4,2023-10-11,2,1571,1614,1568,1594,5661700,1594,0,0,0,0,0,46200,128600
5,2023-10-10,1,1538.5,1570,1528.5,1565.5,4468600,1565.5,0,0,0,0,0,68300,107600
6,2023-10-06,4,1510,1532.5,1493.5,1520.5,5336200,1520.5,740600,3636200,4.91,0,0,30900,107300
7,2023-10-05,3,1545,1548.5,1506.5,1522,6112200,1522,0,0,0,0,0,47200,95300
8,2023-10-04,2,1565,1578.5,1490,1494,10283800,1494,0,0,0,0,0,37400,96400
9,2023-10-03,1,1697,1697,1600.5,1605,7281800,1605,0,0,0,0,0,82700,133400
10,2023-10-02,0,1724.5,1738.5,1706,1707.5,4585700,1707.5,0,0,0,0,0,100300,89300
11,2023-09-29,4,1750,1763.5,1674,1696.5,7830500,1696.5,1058500,2561900,2.42,0,0,90300,82300
12,2023-09-28,3,1769.5,1793,1746,1758.5,4333000,1758.5,0,0,0,0,0,103000,107300
13,2023-09-27,2,1776,1776,1742.5,1771,4806600,1771,0,0,0,0,0,105300,98300
14,2023-09-26,1,1800,1800,1768.5,1790,4239700,1790,0,0,0,0,0,137800,128300
15,2023-09-25,0,1817.5,1819,1785.5,1805.5,4195700,1805.5,0,0,0,0,0,118600,104500
16,2023-09-22,4,1780,1814,1757,1796,6310500,1796,1227200,2550300,2.08,0,0,117700,155900
17,2023-09-21,3,1826.5,1847,1800,1804,6167200,1804,0,0,0,0,1,163100,131100
18,2023-09-20,2,1852,1852,1807,1814,7543400,1814,0,0,0,0,3,208900,180900
19,2023-09-19,1,1760.5,1854,1756.5,1852.5,9881600,1852.5,0,0,0,0.05,1,522800,66700
20,2023-09-15,4,1754,1786,1749.5,1759,7995800,1759,1353800,1939800,1.43,0,1,242100,130200
21,2023-09-14,3,1713.5,1732,1704,1730,4199900,1730,0,0,0,0,1,311500,60900
22,2023-09-13,2,1710,1716.5,1686,1695.5,3862200,1695.5,0,0,0,0,4,297300,58200
